Date,Open,High,Low,Close,Volume
2000-01-04,4194.807625513536,4342.51220703125,4135.72579290645,4342.51220703125,636300
2000-01-05,4194.8093078913425,4194.8093078913425,4106.1865234375,4106.1865234375,686100
2000-01-06,4153.44984977286,4259.797081937067,3928.93896484375,3928.93896484375,379000
2000-01-07,3958.4800311037043,4047.102774104296,3840.3166503906245,3840.316650390625,701400
2000-01-10,3875.765783527562,4023.4703607815404,3858.0412895812947,4017.56201171875,1076700
2000-01-11,4047.1031359352746,4372.05322265625,4047.1031359352746,4372.05322265625,1127200
2000-01-12,4372.052817093629,4785.625339753411,4135.725503218871,4253.88916015625,1606600
2000-01-13,4360.236528785138,4360.236528785138,4076.6437988281255,4076.643798828125,702700
2000-01-14,4076.6436747501825,4253.88916015625,3958.480017812804,4253.88916015625,843900
2000-01-17,4797.441484150316,4797.441484150316,4253.88916015625,4253.88916015625,1646800
2000-01-18,4655.645567176236,4655.645567176236,4431.134396311619,4608.3798828125,2563400
2000-01-19,4490.216351412492,4490.216351412492,4247.98095703125,4247.98095703125,649600
2000-01-20,4100.27718488836,4100.27718488836,3869.8581822884494,3993.929931640625,626800
2000-01-21,3899.3990043364884,4165.266992531668,3899.3990043364884,4135.72607421875,466700
2000-01-24,3958.4801808171583,4053.011276232336,3958.4801808171583,4017.56201171875,1018500
2000-01-25,4017.5617044174273,4017.5617044174273,3928.93896484375,3928.93896484375,362100
2000-01-26,4017.561816953758,4017.561816953758,3869.8575234813006,3899.3984375,326700
2000-01-27,4017.562400967079,4135.72607421875,4017.562400967079,4135.72607421875,454400
2000-01-28,3905.3066989783574,4076.6438426203413,3899.3986265366193,4017.56201171875,623200
2000-01-31,3952.572136785708,3982.113052448838,3899.398654564707,3970.296630859375,429200
2000-02-01,3970.2970055118435,4005.746273625361,3952.572509765625,3952.572509765625,407600
2000-02-02,3952.57161443783,4029.3779296875,3911.2142826507707,4029.3779296875,687900
2000-02-03,4047.102927169545,4047.102927169545,3958.4801808171583,4017.56201171875,665000
2000-02-04,4017.5620117187495,4017.5620117187495,4017.5620117187495,4017.56201171875,0
2000-02-07,4135.726257569454,4135.726257569454,4029.379002252434,4058.919921875,769400
2000-02-08,4029.3785329587654,4047.10302734375,3982.1131223917855,4047.10302734375,1028300
2000-02-09,4053.0110797488205,4053.0110797488205,3899.3984375,3899.3984375,1035300
2000-02-10,3869.8585073281834,3911.215576171875,3793.0521666770437,3911.215576171875,660100
2000-02-11,3840.3170370501416,3840.3170370501416,3663.0715332031245,3663.071533203125,945800
2000-02-14,3527.182953772579,3527.182953772579,3338.1213265512624,3373.5703125,1150500
2000-02-15,3875.7655811935424,3875.7655811935424,3379.4783935014366,3556.723876953125,3238900
2000-02-16,3603.9894308386633,3869.857666857217,3603.9894308386633,3710.336669921875,1193900
2000-02-17,4259.7962423973295,4265.70458984375,3869.8566523936347,4265.70458984375,3195200
2000-02-18,4259.797246657298,4259.797246657298,3781.2348217235635,3840.316650390625,2089200
2000-02-21,3379.4792109874725,3539.0002400058656,3267.2238769531255,3267.223876953125,1438900
2000-02-22,3030.895751953125,3426.7437378477925,2871.374777312955,3030.895751953125,2170200
2000-02-23,3042.71199698407,3420.8355042798025,3030.8958534912504,3290.855712890625,1550000
2000-02-24,3214.050031827651,3219.958104740851,3024.9881025312748,3078.161865234375,951300
2000-02-25,2983.630506660667,3178.600197469427,2906.8241893848153,3013.171142578125,1208200
2000-02-28,2776.8444741682647,2895.0081394403765,2575.966409178311,2629.139892578125,1890100
2000-02-29,2664.5886497406805,2776.843944358737,2599.5984802682187,2640.955810546875,1451200
2000-03-01,2640.9558105468745,2640.9558105468745,2640.9558105468745,2640.955810546875,0
2000-03-02,2640.9558105468745,2747.303033676984,2505.0676767350124,2640.955810546875,2334500
2000-03-03,2664.588385825659,2708.8997474594553,2481.434868387693,2496.205322265625,2189500
2000-03-06,2496.205944079298,2868.421142578125,2434.170077662827,2868.421142578125,3260400
2000-03-07,3243.590868012867,3296.764352756815,3013.1716042592216,3208.1416015625,3751800
